"migration_per_gen","fitnessAa","number_of_generations","min_size","min_gen","final_pop_size","p_final","success"
7,0.9,10001,19,1423,72,1,2
7,0.9,10001,20,3485,65,1,2
7,0.9,10001,19,4789,53,1,2
7,0.9,10001,20,1597,79,1,2
7,0.9,10001,16,7371,46,1,2
7,0.9,10001,15,9375,89,0.99438202247191,2
7,0.9,10001,20,5217,145,1,2
7,0.9,10001,20,9850,57,0.991228070175439,2
7,0.9,3799,11,3799,11,1,1
7,0.9,10001,18,7941,44,1,2
7,0.9,3961,13,3961,13,1,1
7,0.9,10001,18,7180,88,1,2
7,0.9,10001,22,1343,68,0.985294117647059,2
7,0.9,10001,20,9185,73,0.965753424657534,2
7,0.9,10001,20,4800,77,1,2
7,0.9,10001,19,1830,52,1,2
7,0.9,8681,14,8681,14,1,1
7,0.9,10001,18,8320,76,1,2
7,0.9,10001,16,1408,64,1,2
7,0.9,10001,19,5069,52,1,2
7,0.9,3972,8,3972,8,1,1
7,0.9,10001,20,1510,48,1,2
7,0.9,10001,16,8025,81,0.969135802469136,2
7,0.9,10001,17,6497,70,1,2
7,0.9,10001,20,8562,74,1,2
7,0.9,10001,17,4317,50,0.98,2
7,0.9,10001,18,793,32,1,2
7,0.9,10001,18,9478,74,0.966216216216216,2
7,0.9,10001,17,1204,50,1,2
7,0.9,10001,21,2430,87,0.977011494252874,2
7,0.9,10001,16,563,77,1,2
7,0.9,10001,23,830,77,1,2
7,0.9,10001,22,1250,49,1,2
7,0.9,10001,21,1171,66,1,2
7,0.9,10001,17,5973,81,1,2
7,0.9,9950,12,9950,12,1,1
7,0.9,10001,19,4746,148,1,2
7,0.9,10001,22,2139,54,1,2
7,0.9,1673,14,1673,14,1,1
7,0.9,10001,16,6363,45,1,2
7,0.9,10001,21,2422,95,1,2
7,0.9,10001,17,7167,63,0.984126984126984,2
7,0.9,2541,11,2541,11,1,1
7,0.9,10001,15,5023,80,1,2
7,0.9,10001,18,4561,56,1,2
7,0.9,10001,19,9460,61,1,2
7,0.9,10001,22,5015,55,1,2
7,0.9,10001,17,4054,54,1,2
7,0.9,10001,20,1231,52,1,2
7,0.9,10001,21,5086,68,1,2
7,0.9,10001,20,1458,94,1,2
7,0.9,10001,18,3770,51,1,2
7,0.9,10001,16,8384,79,1,2
7,0.9,10001,15,4165,64,1,2
7,0.9,4772,14,4772,14,1,1
7,0.9,10001,18,7490,68,1,2
7,0.9,10001,20,3523,70,1,2
7,0.9,10001,19,6987,74,1,2
7,0.9,10001,16,7353,74,1,2
7,0.9,4668,14,4668,14,1,1
7,0.9,10001,18,6262,46,1,2
7,0.9,10001,17,9055,53,1,2
7,0.9,10001,18,8277,49,1,2
7,0.9,10001,18,9294,84,0.994047619047619,2
7,0.9,9340,14,9340,14,1,1
7,0.9,10001,15,534,67,1,2
7,0.9,10001,18,4773,48,1,2
7,0.9,2949,14,2949,14,1,1
7,0.9,10001,18,9141,50,1,2
7,0.9,10001,17,2347,82,1,2
7,0.9,10001,17,5036,85,1,2
7,0.9,10001,18,3395,51,1,2
7,0.9,8493,14,8493,14,1,1
7,0.9,10001,17,9762,55,0.981818181818182,2
7,0.9,10001,21,5729,75,1,2
7,0.9,10001,16,5828,78,1,2
7,0.9,10001,15,4646,59,1,2
7,0.9,10001,21,3312,62,1,2
7,0.9,10001,18,2061,78,1,2
7,0.9,10001,19,1964,80,0.98125,2
7,0.9,10001,17,8942,52,1,2
7,0.9,10001,21,5485,79,1,2
7,0.9,10001,20,4697,61,1,2
7,0.9,10001,16,5788,69,1,2
7,0.9,10001,17,5196,72,0.993055555555556,2
7,0.9,10001,18,6143,81,1,2
7,0.9,10001,18,8550,102,1,2
7,0.9,10001,19,3389,44,1,2
7,0.9,10001,18,5493,75,1,2
7,0.9,10001,15,6229,91,1,2
7,0.9,10001,19,908,57,1,2
7,0.9,3549,12,3549,12,1,1
7,0.9,10001,17,2269,91,1,2
7,0.9,10001,21,4285,81,1,2
7,0.9,10001,19,6982,77,1,2
7,0.9,10001,16,7081,86,1,2
7,0.9,10001,18,140,77,1,2
7,0.9,10001,17,3029,52,1,2
7,0.9,10001,18,1123,86,1,2
7,0.9,10001,20,1086,98,0.98469387755102,2
7,0.9,10001,17,2578,70,0.992857142857143,2
7,0.9,10001,16,3813,61,1,2
7,0.9,10001,22,3799,51,0.990196078431373,2
7,0.9,10001,17,9403,70,1,2
7,0.9,10001,16,2682,99,1,2
7,0.9,10001,23,2266,42,1,2
7,0.9,5067,14,5067,14,1,1
7,0.9,10001,18,6042,87,1,2
7,0.9,3072,12,3072,12,1,1
7,0.9,10001,21,5931,59,1,2
7,0.9,10001,16,3269,96,1,2
7,0.9,10001,18,8958,82,1,2
7,0.9,7859,14,7859,14,1,1
7,0.9,10001,21,2600,94,1,2
7,0.9,10001,19,2634,66,1,2
7,0.9,10001,21,5999,94,1,2
7,0.9,10001,21,4414,89,0.99438202247191,2
7,0.9,10001,18,8805,81,1,2
7,0.9,10001,16,7239,94,1,2
7,0.9,10001,18,3127,99,1,2
7,0.9,10001,18,1110,57,1,2
7,0.9,3630,14,3630,14,1,1
7,0.9,10001,20,5117,53,1,2
7,0.9,10001,16,1555,56,1,2
7,0.9,10001,15,4927,93,1,2
7,0.9,10001,18,7325,53,0.971698113207547,2
7,0.9,10001,19,3457,81,1,2
7,0.9,10001,20,210,36,1,2
7,0.9,9574,14,9574,14,1,1
7,0.9,10001,19,5818,53,1,2
7,0.9,10001,17,4233,53,1,2
7,0.9,10001,18,4314,56,0.982142857142857,2
7,0.9,5755,13,5755,13,0.961538461538462,1
7,0.9,10001,20,6374,76,1,2
7,0.9,10001,23,1039,54,1,2
7,0.9,10001,23,8744,124,0.991935483870968,2
7,0.9,10001,19,8260,93,0.956989247311828,2
7,0.9,10001,18,2936,153,1,2
7,0.9,10001,22,1267,53,1,2
7,0.9,10001,20,9962,80,0.98125,2
7,0.9,10001,19,5420,89,0.99438202247191,2
7,0.9,10001,19,6381,49,1,2
7,0.9,10001,20,4475,80,1,2
7,0.9,10001,18,4017,97,1,2
7,0.9,10001,18,6233,67,0.947761194029851,2
7,0.9,10001,21,1435,80,1,2
7,0.9,10001,21,9608,68,1,2
7,0.9,10001,20,9247,68,1,2
7,0.9,10001,15,5580,72,1,2
7,0.9,10001,15,5810,69,1,2
7,0.9,10001,17,6680,108,1,2
7,0.9,10001,17,6913,64,1,2
7,0.9,10001,19,1567,61,1,2
7,0.9,10001,20,4896,61,1,2
7,0.9,10001,21,3443,70,0.992857142857143,2
7,0.9,10001,17,9404,70,1,2
7,0.9,10001,21,3132,77,1,2
7,0.9,9209,13,9209,13,1,1
7,0.9,10001,16,6076,81,1,2
7,0.9,10001,19,9889,57,0.991228070175439,2
7,0.9,10001,21,978,63,1,2
7,0.9,10001,17,1784,56,1,2
7,0.9,10001,21,784,56,1,2
7,0.9,6894,12,6894,12,1,1
7,0.9,10001,19,6822,66,1,2
7,0.9,10001,18,4386,67,1,2
7,0.9,6669,14,6669,14,1,1
7,0.9,10001,19,2067,65,1,2
7,0.9,10001,18,2969,55,1,2
7,0.9,10001,16,9930,65,1,2
7,0.9,7491,12,7491,12,1,1
7,0.9,10001,18,3321,55,1,2
7,0.9,10001,19,1682,68,1,2
7,0.9,10001,18,320,66,1,2
7,0.9,10001,18,2007,33,1,2
7,0.9,10001,21,8714,60,1,2
7,0.9,10001,21,210,98,1,2
7,0.9,10001,22,5987,60,1,2
7,0.9,10001,17,9918,60,1,2
7,0.9,10001,15,5586,43,1,2
7,0.9,10001,20,7012,50,1,2
7,0.9,10001,19,1244,90,1,2
7,0.9,10001,19,4399,107,1,2
7,0.9,10001,18,640,70,1,2
7,0.9,10001,20,6499,70,1,2
7,0.9,10001,17,9086,99,1,2
7,0.9,10001,18,2688,39,0.948717948717949,2
7,0.9,10001,21,4937,84,1,2
7,0.9,10001,21,8944,78,0.987179487179487,2
7,0.9,10001,20,1050,74,0.972972972972973,2
7,0.9,10001,22,5613,56,1,2
7,0.9,10001,21,5930,153,0.96078431372549,2
7,0.9,10001,18,558,54,1,2
7,0.9,10001,20,3538,65,1,2
7,0.9,10001,18,5323,40,1,2
7,0.9,10001,22,920,95,1,2
7,0.9,10001,18,729,43,1,2
7,0.9,10001,19,5439,62,1,2
7,0.9,10001,18,2208,81,0.993827160493827,2
7,0.9,10001,15,8583,54,1,2
7,0.9,10001,22,663,48,1,2
7,0.9,10001,19,3142,63,1,2
7,0.9,10001,16,8091,91,0.983516483516483,2
7,0.9,10001,17,5443,85,1,2
7,0.9,10001,16,8318,90,1,2
7,0.9,10001,19,2030,52,1,2
7,0.9,10001,24,520,72,1,2
7,0.9,10001,19,7811,58,1,2
7,0.9,7341,14,7341,14,1,1
7,0.9,10001,16,6472,56,1,2
7,0.9,6191,12,6191,12,1,1
7,0.9,10001,24,2882,88,1,2
7,0.9,4261,12,4261,12,1,1
7,0.9,9104,14,9104,14,1,1
7,0.9,10001,22,2738,59,1,2
7,0.9,5916,14,5916,14,0.821428571428571,1
7,0.9,10001,21,4157,58,1,2
7,0.9,10001,19,834,78,1,2
7,0.9,10001,20,1216,81,1,2
7,0.9,10001,23,2622,78,1,2
7,0.9,10001,18,7502,62,1,2
7,0.9,10001,18,9986,67,1,2
7,0.9,10001,20,7119,61,1,2
7,0.9,10001,18,3369,62,1,2
7,0.9,10001,15,6952,94,1,2
7,0.9,10001,18,1076,49,1,2
7,0.9,10001,15,417,92,1,2
7,0.9,10001,22,5508,28,1,2
7,0.9,10001,17,9762,48,1,2
7,0.9,10001,18,7760,31,1,2
7,0.9,10001,20,5301,54,1,2
7,0.9,10001,16,3602,56,1,2
7,0.9,10001,23,7000,66,1,2
7,0.9,10001,16,3388,86,1,2
7,0.9,10001,20,2401,81,1,2
7,0.9,10001,20,7474,51,1,2
7,0.9,10001,17,9194,64,1,2
7,0.9,10001,23,3427,98,1,2
7,0.9,10001,15,802,65,1,2
7,0.9,10001,19,4847,80,1,2
7,0.9,10001,20,4278,67,0.940298507462687,2
7,0.9,10001,18,3674,69,1,2
7,0.9,10001,18,7416,68,0.955882352941177,2
7,0.9,10001,19,3761,120,1,2
7,0.9,10001,18,4193,88,0.988636363636364,2
7,0.9,6894,14,6894,14,1,1
7,0.9,10001,17,6997,90,0.994444444444444,2
7,0.9,10001,20,1464,62,1,2
7,0.9,10001,18,6058,74,1,2
7,0.9,10001,15,2156,43,1,2
7,0.9,10001,20,4808,58,1,2
7,0.9,10001,16,3738,64,1,2
7,0.9,10001,19,9989,92,1,2
7,0.9,10001,15,5016,74,1,2
7,0.9,10001,19,4158,43,1,2
7,0.9,10001,21,2636,78,0.961538461538462,2
7,0.9,10001,16,1628,87,1,2
7,0.9,10001,18,7757,145,1,2
7,0.9,10001,18,9570,82,1,2
7,0.9,10001,20,6914,58,1,2
7,0.9,10001,21,5962,75,1,2
7,0.9,10001,16,6153,52,1,2
7,0.9,10001,19,5891,138,1,2
7,0.9,10001,18,2365,67,1,2
7,0.9,10001,20,1272,85,1,2
7,0.9,7750,13,7750,13,1,1
7,0.9,10001,22,7820,92,1,2
7,0.9,10001,21,277,66,1,2
7,0.9,10001,18,2551,63,1,2
7,0.9,10001,23,2766,58,1,2
7,0.9,10001,18,4166,80,0.9875,2
7,0.9,10001,15,9736,44,1,2
7,0.9,10001,18,1950,50,1,2
7,0.9,10001,15,3310,73,0.986301369863014,2
7,0.9,10001,20,124,77,0.987012987012987,2
7,0.9,10001,18,1634,77,0.993506493506494,2
7,0.9,10001,21,1597,66,1,2
7,0.9,10001,18,209,69,0.985507246376812,2
7,0.9,10001,16,7288,56,1,2
7,0.9,10001,21,5646,109,1,2
7,0.9,10001,18,4714,90,1,2
7,0.9,10001,19,3798,38,1,2
7,0.9,10001,21,1646,91,1,2
7,0.9,10001,15,1032,60,1,2
7,0.9,10001,20,7863,66,1,2
7,0.9,10001,19,3042,60,1,2
7,0.9,6059,14,6059,14,1,1
7,0.9,10001,21,5435,68,0.970588235294118,2
7,0.9,10001,19,7325,57,1,2
7,0.9,10001,16,7442,73,1,2
7,0.9,8593,14,8593,14,1,1
7,0.9,10001,17,4875,82,0.975609756097561,2
7,0.9,10001,17,3885,36,1,2
7,0.9,6189,14,6189,14,1,1
7,0.9,10001,20,3432,96,1,2
7,0.9,3445,13,3445,13,1,1
7,0.9,10001,15,2372,114,0.991228070175439,2
7,0.9,3276,14,3276,14,1,1
7,0.9,1576,12,1576,12,1,1
7,0.9,10001,23,992,35,1,2
7,0.9,10001,19,4251,83,1,2
7,0.9,10001,16,3207,58,1,2
7,0.9,10001,16,3452,74,1,2
7,0.9,10001,18,9224,66,1,2
7,0.9,10001,18,6242,75,1,2
7,0.9,10001,16,9542,107,1,2
7,0.9,10001,19,1405,101,1,2
7,0.9,10001,17,2649,62,1,2
7,0.9,10001,15,7592,58,1,2
7,0.9,10001,18,5036,76,0.980263157894737,2
7,0.9,10001,17,4812,90,1,2
7,0.9,10001,19,4334,49,0.979591836734694,2
7,0.9,703,13,703,13,1,1
7,0.9,10001,16,4973,106,0.985849056603774,2
7,0.9,10001,21,3917,31,1,2
7,0.9,10001,16,8374,78,1,2
7,0.9,10001,15,3709,65,1,2
7,0.9,10001,16,3372,96,0.973958333333333,2
7,0.9,10001,21,72,74,1,2
7,0.9,10001,15,6286,89,1,2
7,0.9,10001,21,6049,69,1,2
7,0.9,10001,18,9855,59,1,2
7,0.9,10001,17,5121,64,1,2
7,0.9,10001,19,8676,58,1,2
7,0.9,10001,16,8451,53,1,2
7,0.9,10001,24,2390,92,1,2
7,0.9,10001,17,3026,66,1,2
7,0.9,3857,9,3857,9,1,1
7,0.9,10001,21,8859,48,1,2
7,0.9,10001,19,2438,85,0.988235294117647,2
7,0.9,10001,22,4337,97,1,2
7,0.9,10001,21,2908,79,1,2
7,0.9,5236,13,5236,13,1,1
7,0.9,10001,19,1285,97,1,2
7,0.9,351,13,351,13,1,1
7,0.9,10001,19,7280,78,1,2
7,0.9,10001,17,2806,64,1,2
7,0.9,10001,16,7578,76,1,2
7,0.9,10001,23,5588,67,1,2
7,0.9,10001,21,380,74,1,2
7,0.9,10001,21,7461,51,1,2
7,0.9,10001,17,9319,85,0.976470588235294,2
7,0.9,10001,16,6464,68,0.963235294117647,2
7,0.9,10001,17,4145,86,1,2
7,0.9,10001,24,9146,77,1,2
7,0.9,10001,17,9745,51,1,2
7,0.9,10001,18,5239,48,1,2
7,0.9,1895,13,1895,13,0.923076923076923,1
7,0.9,10001,20,4322,82,1,2
7,0.9,4620,12,4620,12,1,1
7,0.9,10001,18,5682,56,0.982142857142857,2
7,0.9,10001,21,3351,58,0.887931034482759,2
7,0.9,10001,15,9878,56,1,2
7,0.9,10001,20,6148,63,1,2
7,0.9,4277,13,4277,13,1,1
7,0.9,10001,18,4927,83,1,2
7,0.9,9027,13,9027,13,1,1
7,0.9,392,14,392,14,1,1
7,0.9,10001,19,5648,70,0.957142857142857,2
7,0.9,10001,21,3293,52,1,2
7,0.9,10001,17,1668,52,1,2
7,0.9,10001,16,3241,63,1,2
7,0.9,3900,14,3900,14,1,1
7,0.9,10001,16,9581,75,1,2
7,0.9,10001,19,2120,54,1,2
7,0.9,10001,19,7535,44,1,2
7,0.9,10001,15,6520,62,1,2
7,0.9,10001,17,2482,47,1,2
7,0.9,10001,22,1010,68,1,2
7,0.9,10001,17,7744,75,0.986666666666667,2
7,0.9,10001,19,9565,65,1,2
7,0.9,10001,18,2561,67,1,2
7,0.9,10001,15,1217,74,1,2
7,0.9,10001,17,2799,61,1,2
7,0.9,10001,19,392,88,1,2
7,0.9,10001,22,2474,72,1,2
7,0.9,10001,17,3813,68,0.808823529411765,2
7,0.9,10001,20,8300,70,1,2
7,0.9,10001,17,4730,45,1,2
7,0.9,10001,21,9968,68,1,2
7,0.9,10001,16,7723,71,1,2
7,0.9,10001,18,8898,70,1,2
7,0.9,10001,17,268,104,0.975961538461538,2
7,0.9,10001,18,3642,93,1,2
7,0.9,10001,17,6903,54,1,2
7,0.9,10001,19,1668,53,1,2
7,0.9,10001,15,8801,83,1,2
7,0.9,10001,15,6556,64,0.875,2
7,0.9,10001,15,1656,47,1,2
7,0.9,2999,14,2999,14,1,1
7,0.9,10001,15,9521,95,1,2
7,0.9,10001,15,302,37,1,2
7,0.9,10001,15,7772,61,1,2
7,0.9,10001,20,988,69,1,2
7,0.9,10001,23,786,108,1,2
7,0.9,10001,16,279,46,0.989130434782609,2
7,0.9,10001,20,2943,43,1,2
7,0.9,5728,11,5728,11,1,1
7,0.9,10001,16,8755,76,1,2
7,0.9,10001,15,3583,70,0.978571428571429,2
7,0.9,10001,15,8372,54,1,2
7,0.9,10001,17,5139,75,1,2
7,0.9,10001,18,1373,96,1,2
7,0.9,10001,20,3597,81,0.987654320987654,2
7,0.9,10001,18,6461,85,1,2
7,0.9,10001,18,5197,44,1,2
7,0.9,8289,12,8289,12,1,1
7,0.9,10001,19,1785,74,1,2
7,0.9,10001,21,2749,48,1,2
7,0.9,6425,14,6425,14,1,1
7,0.9,10001,15,3514,73,1,2
7,0.9,10001,16,2224,91,1,2
7,0.9,10001,16,4751,87,0.982758620689655,2
7,0.9,10001,21,3743,63,1,2
7,0.9,10001,19,9376,50,1,2
7,0.9,10001,19,8476,82,1,2
7,0.9,6665,10,6665,10,1,1
7,0.9,10001,23,6593,81,1,2
7,0.9,4651,12,4651,12,1,1
7,0.9,3041,9,3041,9,1,1
7,0.9,10001,22,8630,84,1,2
7,0.9,10001,19,5492,58,1,2
7,0.9,10001,16,8042,47,1,2
7,0.9,10001,17,8429,70,1,2
7,0.9,10001,17,8157,30,1,2
7,0.9,10001,20,8474,66,1,2
7,0.9,10001,20,8614,60,1,2
7,0.9,10001,22,4691,81,1,2
7,0.9,10001,18,6581,75,1,2
7,0.9,10001,19,2584,46,1,2
7,0.9,10001,17,2906,80,1,2
7,0.9,10001,18,6552,44,1,2
7,0.9,10001,19,8054,59,0.991525423728814,2
7,0.9,860,11,860,11,1,1
7,0.9,10001,18,1145,83,1,2
7,0.9,3601,14,3601,14,1,1
7,0.9,10001,20,8660,88,1,2
7,0.9,10001,15,4518,69,1,2
7,0.9,3806,13,3806,13,1,1
7,0.9,10001,17,1833,87,0.982758620689655,2
7,0.9,10001,19,5875,86,1,2
7,0.9,10001,16,3424,75,0.993333333333333,2
7,0.9,10001,19,9704,61,1,2
7,0.9,10001,18,421,69,1,2
7,0.9,10001,21,4860,125,1,2
7,0.9,10001,16,7762,81,0.969135802469136,2
7,0.9,10001,23,882,93,1,2
7,0.9,10001,19,5669,69,0.992753623188406,2
7,0.9,10001,15,8794,85,1,2
7,0.9,10001,18,844,39,0.91025641025641,2
7,0.9,10001,17,7800,52,1,2
7,0.9,10001,16,3323,84,1,2
7,0.9,10001,15,2389,82,1,2
7,0.9,10001,17,343,39,1,2
7,0.9,4189,13,4189,13,1,1
7,0.9,10001,16,4984,95,1,2
7,0.9,10001,15,2624,118,0.991525423728814,2
7,0.9,10001,15,3817,71,1,2
7,0.9,10001,23,2256,63,1,2
7,0.9,10001,18,8545,62,1,2
7,0.9,10001,15,7131,89,0.98876404494382,2
7,0.9,10001,17,4723,58,1,2
7,0.9,10001,16,6654,77,1,2
7,0.9,10001,18,9751,55,1,2
7,0.9,10001,21,120,34,0.970588235294118,2
7,0.9,10001,19,6656,73,1,2
7,0.9,10001,21,534,98,1,2
7,0.9,10001,23,2433,73,0.993150684931507,2
7,0.9,10001,18,750,53,1,2
7,0.9,10001,20,6010,71,1,2
7,0.9,10001,19,8319,58,1,2
7,0.9,10001,21,1894,66,0.992424242424242,2
7,0.9,9148,14,9148,14,1,1
7,0.9,10001,17,3148,54,1,2
7,0.9,10001,19,7759,38,1,2
7,0.9,10001,19,8301,49,0.989795918367347,2
7,0.9,10001,17,6620,74,1,2
7,0.9,10001,19,7790,71,1,2
7,0.9,8275,13,8275,13,1,1
7,0.9,10001,16,8868,98,0.98469387755102,2
7,0.9,10001,23,3160,83,1,2
7,0.9,10001,15,2458,46,1,2
7,0.9,10001,16,9545,46,1,2
7,0.9,10001,19,6386,78,1,2
7,0.9,10001,19,7512,77,0.987012987012987,2
7,0.9,10001,20,9534,71,1,2
7,0.9,10001,18,4344,65,0.976923076923077,2
7,0.9,10001,17,1482,66,1,2
7,0.9,10001,21,2553,38,1,2
7,0.9,10001,23,2395,39,1,2
7,0.9,10001,19,8916,88,0.994318181818182,2
7,0.9,10001,19,3731,60,1,2
7,0.9,10001,17,1713,45,1,2
7,0.9,7300,14,7300,14,1,1
7,0.9,10001,21,4544,61,1,2
7,0.9,10001,19,8552,37,0.972972972972973,2
7,0.9,837,10,837,10,1,1
7,0.9,10001,16,158,99,1,2
7,0.9,10001,17,5994,56,1,2
7,0.9,10001,20,180,65,1,2
7,0.9,10001,20,1032,91,1,2
7,0.9,10001,15,2336,69,1,2
7,0.9,10001,20,1109,44,1,2
7,0.9,10001,16,3194,41,0.98780487804878,2
7,0.9,10001,21,2795,58,0.991379310344828,2
7,0.9,9577,13,9577,13,1,1
7,0.9,10001,21,730,73,1,2
7,0.9,10001,21,550,56,1,2
7,0.9,10001,19,215,68,0.897058823529412,2
7,0.9,10001,19,5190,76,1,2
7,0.9,10001,17,6164,82,1,2
7,0.9,10001,21,2190,84,0.994047619047619,2
7,0.9,10001,21,69,55,1,2
7,0.9,9695,19,1932,1530,0.0509803921568627,3
7,0.9,10001,18,9848,67,1,2
7,0.9,10001,16,1406,122,0.987704918032787,2
7,0.9,10001,18,6246,24,1,2
7,0.9,10001,17,7654,87,1,2
7,0.9,10001,19,3844,53,1,2
7,0.9,10001,19,5214,55,1,2
7,0.9,10001,18,2795,52,0.990384615384615,2
7,0.9,10001,21,5823,63,1,2
7,0.9,10001,21,4261,60,1,2
7,0.9,10001,15,1549,72,1,2
7,0.9,10001,23,4151,127,0.984251968503937,2
7,0.9,10001,21,6968,62,1,2
7,0.9,10001,18,9696,74,0.905405405405405,2
7,0.9,10001,19,1280,59,1,2
7,0.9,10001,20,6750,41,1,2
7,0.9,10001,19,203,79,1,2
7,0.9,10001,18,7876,66,1,2
7,0.9,10001,16,8623,48,1,2
7,0.9,10001,19,6650,46,1,2
7,0.9,10001,20,6055,54,1,2
7,0.9,2940,14,2940,14,1,1
7,0.9,10001,20,467,70,1,2
7,0.9,10001,19,2883,60,1,2
7,0.9,10001,16,9181,71,1,2
7,0.9,10001,18,7604,62,0.983870967741935,2
7,0.9,10001,19,8810,53,1,2
7,0.9,10001,18,2007,78,0.993589743589744,2
7,0.9,10001,17,7399,87,1,2
7,0.9,10001,20,3428,53,1,2
7,0.9,10001,20,8616,55,1,2
7,0.9,10001,21,6266,75,1,2
7,0.9,10001,19,8930,60,1,2
7,0.9,10001,19,1879,84,1,2
7,0.9,10001,15,5424,82,1,2
7,0.9,10001,21,3331,108,0.935185185185185,2
7,0.9,5340,10,5340,10,1,1
7,0.9,10001,17,7450,55,1,2
7,0.9,6520,14,6520,14,1,1
7,0.9,10001,19,5129,98,1,2
7,0.9,6179,14,6179,14,1,1
7,0.9,10001,18,9014,49,1,2
7,0.9,10001,22,8823,62,1,2
7,0.9,10001,18,8353,82,1,2
7,0.9,10001,20,7471,94,1,2
7,0.9,10001,19,1467,72,1,2
7,0.9,10001,19,7822,52,1,2
7,0.9,1861,14,1861,14,1,1
7,0.9,10001,16,5293,92,1,2
7,0.9,10001,16,3340,94,0.984042553191489,2
7,0.9,10001,17,4687,49,0.989795918367347,2
7,0.9,10001,15,4121,70,1,2
7,0.9,10001,16,9430,83,1,2
7,0.9,10001,18,5680,66,1,2
7,0.9,10001,16,9473,76,1,2
7,0.9,10001,17,6770,86,1,2
7,0.9,10001,17,3155,80,1,2
7,0.9,10001,20,6305,75,0.933333333333333,2
7,0.9,10001,20,2933,43,1,2
7,0.9,10001,21,3527,73,1,2
7,0.9,10001,19,8268,81,1,2
7,0.9,10001,15,3092,124,1,2
7,0.9,10001,20,2989,86,1,2
7,0.9,5676,13,5676,13,1,1
7,0.9,10001,16,9462,61,1,2
7,0.9,10001,16,7277,63,0.968253968253968,2
7,0.9,8561,13,8561,13,1,1
7,0.9,10001,18,9902,85,1,2
7,0.9,3220,14,3220,14,1,1
7,0.9,10001,17,621,74,1,2
7,0.9,10001,21,4382,51,1,2
7,0.9,10001,19,6278,69,1,2
7,0.9,9941,13,9941,13,1,1
7,0.9,10001,16,2566,75,1,2
7,0.9,10001,19,2298,65,1,2
7,0.9,10001,15,4516,58,1,2
7,0.9,10001,20,9390,82,1,2
7,0.9,10001,20,8559,44,1,2
7,0.9,10001,17,3806,62,1,2
7,0.9,10001,23,765,60,0.933333333333333,2
7,0.9,10001,21,5602,54,1,2
7,0.9,7164,13,7164,13,1,1
7,0.9,10001,19,1939,72,1,2
7,0.9,10001,18,3235,68,0.992647058823529,2
7,0.9,10001,15,6459,102,0.985294117647059,2
7,0.9,10001,18,3349,80,1,2
7,0.9,10001,17,6166,61,1,2
7,0.9,10001,16,7853,52,1,2
7,0.9,10001,18,2066,81,1,2
7,0.9,10001,16,3918,59,1,2
7,0.9,10001,23,2944,111,1,2
7,0.9,6927,13,6927,13,1,1
7,0.9,10001,17,8020,62,1,2
7,0.9,10001,17,3227,68,1,2
7,0.9,10001,16,6977,86,1,2
7,0.9,10001,23,6098,85,1,2
7,0.9,10001,19,9502,43,1,2
7,0.9,10001,18,8003,56,1,2
7,0.9,10001,18,6416,81,1,2
7,0.9,844,14,844,14,1,1
7,0.9,10001,18,9203,50,1,2
7,0.9,10001,17,2085,53,1,2
7,0.9,4795,14,4795,14,1,1
7,0.9,10001,18,5437,70,1,2
7,0.9,10001,15,75,80,1,2
7,0.9,9799,13,9799,13,1,1
7,0.9,10001,21,9261,72,1,2
7,0.9,10001,16,9436,67,0.962686567164179,2
7,0.9,10001,17,9736,67,1,2
7,0.9,10001,20,148,101,0.985148514851485,2
7,0.9,10001,24,7279,82,1,2
7,0.9,10001,18,3676,90,1,2
7,0.9,10001,20,9450,109,0.986238532110092,2
7,0.9,10001,16,1844,78,1,2
7,0.9,10001,20,4698,58,1,2
7,0.9,10001,21,1022,55,1,2
7,0.9,10001,16,5186,49,1,2
7,0.9,10001,17,5116,66,1,2
7,0.9,10001,19,3608,43,1,2
7,0.9,10001,18,7363,66,1,2
7,0.9,10001,18,8407,45,0.955555555555556,2
7,0.9,10001,17,6792,77,1,2
7,0.9,10001,20,9277,47,1,2
7,0.9,1250,12,1250,12,1,1
7,0.9,10001,20,8406,58,1,2
7,0.9,10001,17,4123,68,1,2
7,0.9,9120,12,9120,12,1,1
7,0.9,5723,14,5723,14,1,1
7,0.9,10001,18,1879,55,1,2
7,0.9,8555,14,8555,14,0.892857142857143,1
7,0.9,10001,18,3458,64,1,2
7,0.9,10001,16,9479,55,1,2
7,0.9,10001,15,390,85,1,2
7,0.9,10001,16,2766,68,1,2
7,0.9,10001,16,160,80,1,2
7,0.9,10001,22,2291,70,1,2
7,0.9,4394,14,4394,14,1,1
7,0.9,10001,16,5967,46,0.978260869565217,2
7,0.9,10001,24,4219,80,1,2
7,0.9,10001,21,252,61,0.991803278688525,2
7,0.9,10001,19,3649,90,1,2
7,0.9,10001,16,808,44,0.977272727272727,2
7,0.9,9699,13,9699,13,1,1
7,0.9,10001,16,3567,55,1,2
7,0.9,10001,17,1004,127,1,2
7,0.9,10001,20,5778,72,1,2
7,0.9,10001,17,7316,47,1,2
7,0.9,5762,13,5762,13,1,1
7,0.9,10001,17,7915,55,1,2
7,0.9,7311,13,7311,13,1,1
7,0.9,10001,23,2372,44,1,2
7,0.9,10001,15,751,82,1,2
7,0.9,10001,23,1878,54,1,2
7,0.9,10001,21,3648,37,1,2
7,0.9,6432,11,6432,11,1,1
